time,SO4_UT14-16km_diff,SO2_UT14-16km_diff,DMS_UT14-16km_diff,HMS_UT14-16km_diff,SS_UT14-16km_diff,SF_UT14-16km_diff,NK_UT14-16km_diff
2022-07-20 23:00:00,6.987813806417983e-13,1.690151928934491e-13,1.8048006225457297e-13,2.1833071099471299e-16,-4.871840026081817e-15,1.0726084734125727e-12,-261688637.6538849
2022-07-21 00:00:00,7.21707732035418e-13,2.412732661340101e-13,2.0039267096028417e-13,3.5711604941762945e-16,-4.899651825129754e-15,1.0957667240805754e-12,-236964464.73293304
2022-07-21 01:00:00,7.379231628581288e-13,3.550546886389813e-13,2.339090215126162e-13,4.747950902462917e-16,-4.897108643039172e-15,1.1139847300813143e-12,-188415464.32361603
2022-07-21 02:00:00,7.609447224291946e-13,4.968018460924855e-13,2.6563110564936876e-13,5.862712766960515e-16,-4.8803283302037624e-15,1.1374187350645495e-12,-115324954.48919678
2022-07-21 03:00:00,7.85465623349917e-13,6.972046464290938e-13,2.835516093415982e-13,6.603788419901337e-16,-4.835091418141253e-15,1.1621794317951783e-12,55959124.73300171
2022-07-21 04:00:00,8.169642037468299e-13,9.403597980859353e-13,2.819965719759636e-13,6.919012840989022e-16,-4.763050489625002e-15,1.1913046660171698e-12,444647790.342865
2022-07-21 05:00:00,8.578729007803002e-13,1.1744311088339576e-12,2.809198217474917e-13,7.102444123618901e-16,-4.666387359812681e-15,1.2281339396368896e-12,1251798482.7016373
2022-07-21 06:00:00,9.151415026943649e-13,1.4148689084079365e-12,2.7445611109004995e-13,7.866723155074389e-16,-4.5870649882663195e-15,1.2812505308869587e-12,2494263788.223068
2022-07-21 07:00:00,9.780087287990785e-13,1.6529552985757048e-12,2.7802965364363223e-13,9.223985220202298e-16,-4.531562349509851e-15,1.347578300509448e-12,4012219085.5800858
2022-07-21 08:00:00,1.0311971449850364e-12,1.8643616213579856e-12,3.0897398722196394e-13,1.0532530569640315e-15,-4.477184167202766e-15,1.4093977439255228e-12,5607895109.43219
2022-07-21 09:00:00,1.082988352255391e-12,1.980873974064747e-12,3.759883660879033e-13,1.2766794729729724e-15,-4.532453358749341e-15,1.471000442582707e-12,6376584437.1254425
2022-07-21 10:00:00,1.1238944349363747e-12,2.007669225833529e-12,4.924085992832499e-13,1.6003320214835517e-15,-4.659764399367858e-15,1.5192214041015053e-12,6416566613.760193
2022-07-21 11:00:00,1.1524026782647257e-12,2.0047409061947188e-12,6.035279501503223e-13,1.9363710202258818e-15,-4.78314207831928e-15,1.5553070816081247e-12,6237624429.661362
2022-07-21 12:00:00,1.1725884482734647e-12,1.9471640079038794e-12,6.811595468622764e-13,2.3095035496740753e-15,-4.9412053015033004e-15,1.5835234686741897e-12,5606824359.3795395
2022-07-21 13:00:00,1.1886990243493084e-12,1.8539928659637573e-12,7.381110033966048e-13,2.717696927626737e-15,-5.113322252103043e-15,1.6061031719239722e-12,4813476509.873634
2022-07-21 14:00:00,1.2056426957000115e-12,1.752767706929064e-12,7.891958153504002e-13,3.08578380809414e-15,-5.26674459544066e-15,1.6325002789752183e-12,4133987929.933563
2022-07-21 15:00:00,1.2269149717956918e-12,1.6356756446798862e-12,8.302599263157192e-13,3.4122914310258038e-15,-5.438041700923885e-15,1.6656566070195638e-12,3532724970.2610703
2022-07-21 16:00:00,1.2500964623606581e-12,1.512181785987581e-12,8.633341333374275e-13,3.717702227869609e-15,-5.594676202945634e-15,1.7033617537971548e-12,3008358723.5644913
2022-07-21 17:00:00,1.2719145503691562e-12,1.392594536840572e-12,8.929968944151957e-13,3.997807929611367e-15,-5.725051969172703e-15,1.735686676595435e-12,2564074770.461441
2022-07-21 18:00:00,1.2847377341897972e-12,1.2552771318678361e-12,9.061520327762318e-13,4.220219590371156e-15,-5.8294746001246515e-15,1.7468000422929125e-12,2030803186.1654892
2022-07-21 19:00:00,1.2898940765035694e-12,1.1104918813726442e-12,9.010611021220687e-13,4.415679016312479e-15,-5.930824121655992e-15,1.7509448288547705e-12,1497258967.8609467
2022-07-21 20:00:00,1.3019504042028396e-12,9.88412043447703e-13,8.825387110802144e-13,4.659190745129748e-15,-6.056218252344803e-15,1.7575506317123375e-12,1087397671.5296555
2022-07-21 21:00:00,1.3121675675665526e-12,9.536050991768404e-13,7.66400303810546e-13,4.853732195274032e-15,-6.155463881345429e-15,1.7625334296823658e-12,811213482.0515671
2022-07-21 22:00:00,1.322316456138943e-12,9.963728245254574e-13,5.62385123893676e-13,4.951554446813699e-15,-6.282392314439273e-15,1.7707187642470491e-12,629131284.3567963
2022-07-21 23:00:00,1.3556315463813587e-12,1.0403234261760785e-12,3.779862511976988e-13,5.1550538505864575e-15,-6.52372552548616e-15,1.7919490411881808e-12,508507306.0383682
2022-07-22 00:00:00,1.4009645745906376e-12,1.0800652658928384e-12,2.416810392080048e-13,5.391138275196361e-15,-6.842511105568959e-15,1.8387874000776465e-12,466547029.15963745
2022-07-22 01:00:00,1.4729849591772766e-12,1.1090527233736126e-12,1.5234383314237147e-13,5.672358539335297e-15,-7.154189210758665e-15,1.916204903576879e-12,510747453.8265991
2022-07-22 02:00:00,1.5822241067782835e-12,1.127263533140088e-12,9.625033518913835e-14,5.966019793923489e-15,-7.499244793365443e-15,2.034197602381044e-12,622139572.9440079
2022-07-22 03:00:00,1.7293485739333083e-12,1.1472645559335034e-12,6.204941853213812e-14,6.350621147746404e-15,-7.955006926645902e-15,2.181953694776651e-12,780282286.482727
2022-07-22 04:00:00,1.9041284765726196e-12,1.163676580885788e-12,4.076572463778364e-14,6.871428406962027e-15,-8.485973976397764e-15,2.3414755208077708e-12,961412501.1642456
2022-07-22 05:00:00,2.0848829950986015e-12,1.1740246230597147e-12,2.7446906967090204e-14,7.521094345052627e-15,-9.041123494542365e-15,2.502746341492688e-12,1155905994.3715973
2022-07-22 06:00:00,2.2983894130564728e-12,1.1589377662260022e-12,1.8568733617879413e-14,8.663099308413452e-15,-9.714739407900034e-15,2.7016940759664288e-12,1368941037.630516
2022-07-22 07:00:00,2.5111068251317943e-12,1.124911903803821e-12,1.2851989776544811e-14,1.0071871949737007e-14,-1.0447442164400243e-14,2.9010066658184936e-12,1546558850.1195068
2022-07-22 08:00:00,2.690721278001137e-12,1.0841937698896747e-12,9.481597975680485e-15,1.1525035627138305e-14,-1.1172351066590618e-14,3.046911048623265e-12,1662176297.1238022
2022-07-22 09:00:00,2.8431701496320496e-12,1.0280833438504906e-12,7.227176061891217e-15,1.3323412853508174e-14,-1.1933768644177816e-14,3.176849257877943e-12,1729907340.628006
2022-07-22 10:00:00,2.9485394881849467e-12,9.64992600646737e-13,6.034731678610643e-15,1.5110442402875765e-14,-1.261428462095197e-14,3.2588096490466935e-12,1749331502.4042892
2022-07-22 11:00:00,3.0121414294066518e-12,9.087561653867635e-13,5.371491711654987e-15,1.6589664222531974e-14,-1.3240153874942764e-14,3.3034245172339723e-12,1758251771.7328415
2022-07-22 12:00:00,3.063893204258118e-12,8.524077905681873e-13,4.62200196694941e-15,1.8295128293849805e-14,-1.38858221686197e-14,3.3398940753492925e-12,1770412736.451744
2022-07-22 13:00:00,3.0953776652840552e-12,7.939565957521008e-13,3.879029496734744e-15,1.9994961892525743e-14,-1.4386556194490176e-14,3.3419153875992174e-12,1756349732.991768
2022-07-22 14:00:00,3.10168024148097e-12,7.375689578239301e-13,3.2832725584077404e-15,2.11998883819384e-14,-1.4642564134766568e-14,3.296920911284812e-12,1713819155.7985916
2022-07-22 15:00:00,3.117620123585353e-12,6.774753443885245e-13,2.6233000631814786e-15,2.2171619672830662e-14,-1.4849225228485258e-14,3.27418995512352e-12,1673551767.6333847
2022-07-22 16:00:00,3.136394381932942e-12,6.201471579056583e-13,2.0208417626602247e-15,2.2914688478992317e-14,-1.496195439133555e-14,3.2631855513222052e-12,1667393087.3396454
2022-07-22 17:00:00,3.1502087734871305e-12,5.707151781701421e-13,1.5743293721475293e-15,2.3476876724801865e-14,-1.4890890541005988e-14,3.2334710296500937e-12,1685362440.9180984
2022-07-22 18:00:00,3.189802551156193e-12,5.257802343315622e-13,1.0678756668786708e-15,2.4117113777695215e-14,-1.482678747701041e-14,3.221400835582942e-12,1722813271.8301468
2022-07-22 19:00:00,3.236531865407699e-12,4.834656430603162e-13,6.320715244812026e-16,2.4656748194665348e-14,-1.4704782050076575e-14,3.232173546407368e-12,1746578516.423645
2022-07-22 20:00:00,3.2410398213101945e-12,4.4425255605144466e-13,3.625656720418154e-16,2.4953117997224236e-14,-1.4438855990897218e-14,3.209735538123475e-12,1747987036.8372498
2022-07-22 21:00:00,3.2029692176314783e-12,4.072211895603274e-13,1.7836679340663302e-16,2.5021562601684167e-14,-1.4109159266584457e-14,3.1512040411564494e-12,1720412130.2962189
2022-07-22 22:00:00,3.12877455341681e-12,3.72049353059064e-13,7.65545220457276e-17,2.4785501920715973e-14,-1.3714605803681617e-14,3.0852777532783642e-12,1648088021.7069016
2022-07-22 23:00:00,3.035468954669176e-12,3.4026471825482184e-13,3.2729432192325944e-17,2.4212617431857858e-14,-1.3251288804040648e-14,3.0306545997021355e-12,1587712817.0124435
2022-07-23 00:00:00,2.982950095052929e-12,3.143287619394963e-13,1.76726394091952e-17,2.388643441664769e-14,-1.2773752799619035e-14,2.9998796618630844e-12,1552309700.8017807
2022-07-23 01:00:00,2.970373317704479e-12,2.947952312097527e-13,1.472663368874866e-17,2.362558360269477e-14,-1.2376339166016172e-14,2.9750706721203494e-12,1531060502.1682968
2022-07-23 02:00:00,2.9726638700063666e-12,2.836938699909765e-13,1.352062561401678e-17,2.31958112662017e-14,-1.2045203239117696e-14,2.955210428311332e-12,1517169122.1723862
2022-07-23 03:00:00,2.9708643365140805e-12,2.767542008352921e-13,2.4262509648689532e-17,2.281060471926464e-14,-1.1762505258173565e-14,2.9361178049703083e-12,1495994068.7166138
2022-07-23 04:00:00,2.9644162784509905e-12,2.708446796994711e-13,3.28901910838548e-17,2.23422631413808e-14,-1.1505968113235227e-14,2.926540873099453e-12,1452845554.0997162
2022-07-23 05:00:00,2.956567272681418e-12,2.6715467070901996e-13,3.9255325431594047e-17,2.176320541933268e-14,-1.1268127993155308e-14,2.9424996778355633e-12,1410029819.8605804
2022-07-23 06:00:00,2.9120886391297982e-12,2.603415767404009e-13,1.6446148022223362e-16,2.1125726585875565e-14,-1.0992132121528636e-14,2.9226001950499862e-12,1363642148.9252777
2022-07-23 07:00:00,2.8337640460545728e-12,2.505347163370651e-13,2.9230756750592134e-16,2.0404765855706063e-14,-1.0719777096427517e-14,2.858745767622629e-12,1318832527.6088104
2022-07-23 08:00:00,2.7448683699745143e-12,2.41723857539439e-13,4.531399242760058e-16,1.9615609993913923e-14,-1.0442676472268837e-14,2.7890170607513096e-12,1278645649.7760162
2022-07-23 09:00:00,2.656342327227321e-12,2.329407161934378e-13,1.2817508065804223e-15,1.8849512561885456e-14,-1.0208614169676103e-14,2.7107177659594663e-12,1259467948.7784424
2022-07-23 10:00:00,2.5784318865173424e-12,2.2613203613261504e-13,2.622828201054915e-15,1.8080105887537696e-14,-1.0002579151465135e-14,2.6347167703130796e-12,1274791356.8083038
2022-07-23 11:00:00,2.5064641430756022e-12,2.2200131035410044e-13,3.998201906530283e-15,1.731851579710428e-14,-9.805878762236214e-15,2.5688485362750637e-12,1293970518.7349625
2022-07-23 12:00:00,2.4631251531875533e-12,2.1914106836804009e-13,5.35469628777732e-15,1.6853002498591118e-14,-9.663475730443463e-15,2.528863839926205e-12,1322563934.7846985
2022-07-23 13:00:00,2.4395903518979767e-12,2.16027046220763e-13,7.136748615113898e-15,1.6600024729997186e-14,-9.554101909590609e-15,2.5081682726123266e-12,1343949237.9791718
2022-07-23 14:00:00,2.415614631107644e-12,2.1366975460636455e-13,9.094960770162152e-15,1.6327842341007645e-14,-9.42743910224857e-15,2.4951536577987655e-12,1374603554.023285
2022-07-23 15:00:00,2.401476081290805e-12,2.1117664152539871e-13,1.1362254230510812e-14,1.612580831685723e-14,-9.305293266299823e-15,2.4889927543008717e-12,1392587653.8936615
2022-07-23 16:00:00,2.392313346840739e-12,2.0829539685151471e-13,1.3187155549223536e-14,1.5970715837231897e-14,-9.198669828736506e-15,2.483490919221412e-12,1392558770.4630508
2022-07-23 17:00:00,2.3827081171201428e-12,2.0721370975810469e-13,1.3843039089038632e-14,1.5801831867644455e-14,-9.1032229777738e-15,2.472733021405334e-12,1376458952.5782852
2022-07-23 18:00:00,2.388451643701395e-12,2.0749430741534564e-13,1.540366509082212e-14,1.5786573744125077e-14,-9.069831636980157e-15,2.4710712909550323e-12,1333064379.0318146
2022-07-23 19:00:00,2.396505151078931e-12,2.0844463987614368e-13,1.7560027079870505e-14,1.578115668172206e-14,-9.067465946066067e-15,2.4760772388369033e-12,1286524136.6764526
2022-07-23 20:00:00,2.394885722633355e-12,2.0884199857040137e-13,1.972324539998734e-14,1.5704396421968807e-14,-9.055808694795527e-15,2.475325179188443e-12,1238021574.5883865
2022-07-23 21:00:00,2.389664284050156e-12,2.0874666815543848e-13,2.416152440373385e-14,1.5549674727646425e-14,-9.0289630566332e-15,2.4767889123633308e-12,1183345085.5202103
2022-07-23 22:00:00,2.388596097336157e-12,2.0972694478028153e-13,2.849330035430249e-14,1.5364022720076922e-14,-9.006860996785216e-15,2.481323713131233e-12,1124782735.4992218
2022-07-23 23:00:00,2.391570115376463e-12,2.1191859226654867e-13,3.02110632865612e-14,1.5198540302774217e-14,-8.998988524828648e-15,2.4888947346332842e-12,1090181595.6631165
2022-07-24 00:00:00,2.3975686165398946e-12,2.1566394983410805e-13,3.423566505204444e-14,1.507831311992866e-14,-9.008343962436614e-15,2.4926549436325562e-12,1063208008.8625412
2022-07-24 01:00:00,2.409895646205022e-12,2.2157239811279188e-13,3.737810978125743e-14,1.4999383272779395e-14,-9.027217545612581e-15,2.4963312540128127e-12,1051203512.6987762
2022-07-24 02:00:00,2.4215246533644887e-12,2.2801006154487013e-13,3.639905073927213e-14,1.4942845519966946e-14,-9.054782150980411e-15,2.5051714640382784e-12,1045712667.7220917
2022-07-24 03:00:00,2.45185674557984e-12,2.32061174662978e-13,3.6090623108188173e-14,1.4959295456047457e-14,-9.09370899793982e-15,2.520856538999958e-12,1030481887.688034
2022-07-24 04:00:00,2.4874012285531e-12,2.3566762460900064e-13,3.5521538001841533e-14,1.5051769068751537e-14,-9.088687543586384e-15,2.5473054273143913e-12,1014642518.8775864
2022-07-24 05:00:00,2.5162502878729297e-12,2.394119537863631e-13,3.357333237567515e-14,1.5175601611065132e-14,-9.090997624880104e-15,2.567840223439285e-12,1020103398.2350388
2022-07-24 06:00:00,2.5677949867657346e-12,2.4058747678421186e-13,3.184427421269025e-14,1.5431876966907197e-14,-9.11822890933176e-15,2.5935477840077363e-12,1003124657.6436386
2022-07-24 07:00:00,2.6324628759706665e-12,2.391797209430691e-13,3.1444847891152165e-14,1.5742039154103192e-14,-9.148263894732357e-15,2.6340448362099706e-12,982296573.2338257
2022-07-24 08:00:00,2.6947577216701118e-12,2.3689183611462824e-13,3.3296214052819596e-14,1.6078874513124465e-14,-9.141138794917271e-15,2.696803054695758e-12,974806502.2516022
2022-07-24 09:00:00,2.77136538042364e-12,2.3480938001150336e-13,3.915206772188358e-14,1.652673808323288e-14,-9.168209801822295e-15,2.7794327639565592e-12,976295201.3928452
2022-07-24 10:00:00,2.8615933349277684e-12,2.33132453144741e-13,5.1269881047456296e-14,1.705359870562902e-14,-9.237816141370749e-15,2.87840976641206e-12,968685314.6081085
2022-07-24 11:00:00,2.945812080540049e-12,2.3281596511820466e-13,6.045294050071913e-14,1.758800908939478e-14,-9.330184795856538e-15,2.976571711590158e-12,958570930.1347885
2022-07-24 12:00:00,3.021829985614246e-12,2.362512051604323e-13,6.345011374031965e-14,1.8087038901621887e-14,-9.446603798440819e-15,3.069110160107624e-12,942642632.807579
2022-07-24 13:00:00,3.0898265872327476e-12,2.420856742658273e-13,6.403405438084726e-14,1.8508166397265534e-14,-9.581076510405404e-15,3.1499357014191464e-12,930817017.5551605
2022-07-24 14:00:00,3.1431620147653077e-12,2.48110968543407e-13,6.307069075470129e-14,1.874330001442322e-14,-9.71699769926414e-15,3.2159650308721576e-12,922763824.8883667
2022-07-24 15:00:00,3.1846628413287794e-12,2.548784678239741e-13,6.281711038158798e-14,1.8852819012911842e-14,-9.870295101243864e-15,3.269687307869773e-12,912834798.3649101
2022-07-24 16:00:00,3.223365031369248e-12,2.632111399732671e-13,6.312969461216434e-14,1.8913735322042438e-14,-1.0044680818204452e-14,3.3240151951731546e-12,911788729.5138817
2022-07-24 17:00:00,3.269275192300571e-12,2.7334215923201797e-13,6.2827113484521e-14,1.8972421311980762e-14,-1.0202805624851589e-14,3.3856732901330414e-12,927417561.8723297
2022-07-24 18:00:00,3.3170744163832158e-12,2.865196827030335e-13,6.198819728522952e-14,1.904361785787052e-14,-1.0332393938646845e-14,3.453516657577657e-12,956131132.1249466
2022-07-24 19:00:00,3.3551140543917706e-12,3.0283569913169895e-13,6.064344994707925e-14,1.9041161639769677e-14,-1.040563591249708e-14,3.50993968931166e-12,977621501.9957733
2022-07-24 20:00:00,3.3737304841209905e-12,3.211170256887188e-13,5.872480140800733e-14,1.8900255005422553e-14,-1.0437311547187361e-14,3.5383532557928355e-12,979440956.0399437
2022-07-24 21:00:00,3.3782822577340104e-12,3.398497731550975e-13,5.2036202403350375e-14,1.8634168423124996e-14,-1.0428297101276926e-14,3.554451808186834e-12,969437717.8986435
2022-07-24 22:00:00,3.3765785694456427e-12,3.6038668156593023e-13,4.057587002606663e-14,1.830012405626417e-14,-1.0403961741258487e-14,3.5682398701807097e-12,961657816.4983139
2022-07-24 23:00:00,3.371744763979098e-12,3.8144280184038683e-13,2.9455774069988685e-14,1.795321887617572e-14,-1.0378962926960107e-14,3.5797359763078072e-12,963177552.1116257
2022-07-25 00:00:00,3.367921358511405e-12,4.03672749341475e-13,2.1230376854819228e-14,1.7633811270581788e-14,-1.0359159200355826e-14,3.5986497038948236e-12,962619377.4084206
2022-07-25 01:00:00,3.369585647677828e-12,4.27287745690783e-13,1.5883139298384596e-14,1.7340803165288264e-14,-1.0324841086265644e-14,3.6287277079963585e-12,958235676.2563477
2022-07-25 02:00:00,3.37144575280305e-12,4.500743824235276e-13,1.2331644348650483e-14,1.707279535551783e-14,-1.02979720778917e-14,3.657020130746761e-12,956981393.0876198
2022-07-25 03:00:00,3.3705711275646247e-12,4.694373074075075e-13,9.761547311859337e-15,1.685443945289912e-14,-1.0273907524628323e-14,3.683299840997248e-12,961397411.2800484
2022-07-25 04:00:00,3.3734353202987145e-12,4.852761180757166e-13,7.7900685600831e-15,1.6694249083948597e-14,-1.0243285112563128e-14,3.71138392844941e-12,971665055.1673355
2022-07-25 05:00:00,3.3853304861622732e-12,4.968439798287743e-13,6.296642037315484e-15,1.6599836518488667e-14,-1.0212340753764569e-14,3.741159580295868e-12,981077633.9137344
2022-07-25 06:00:00,3.4042039357501994e-12,5.008138651446939e-13,5.2081000417787965e-15,1.657593397146924e-14,-1.0159644123321924e-14,3.7742142309242505e-12,992149680.244667
2022-07-25 07:00:00,3.424129592041862e-12,5.003347752527094e-13,4.554219128958592e-15,1.6589571940207003e-14,-1.009235393430662e-14,3.798580178077145e-12,1007661539.6020699
2022-07-25 08:00:00,3.440983955174206e-12,5.010951211840809e-13,4.332675326918547e-15,1.6638671419111763e-14,-1.0042131670552724e-14,3.818045710837254e-12,1032714781.6731567
2022-07-25 09:00:00,3.450999452579736e-12,5.030905965758592e-13,4.549418622020252e-15,1.6688869164820127e-14,-9.97108576618443e-15,3.834871221857138e-12,1066446140.6170845
2022-07-25 10:00:00,3.453223544129221e-12,5.064127463110043e-13,5.263648872045807e-15,1.6717903117863603e-14,-9.812777703228183e-15,3.856736867332835e-12,1108811145.1566048
2022-07-25 11:00:00,3.4518940186455554e-12,5.106061273036966e-13,5.894499646702978e-15,1.673882283686122e-14,-9.665225987873642e-15,3.877403730830509e-12,1153884507.0291977
2022-07-25 12:00:00,3.4489729602359417e-12,5.224289572077486e-13,6.210914404831559e-15,1.6693177346636897e-14,-9.590738742063574e-15,3.896067922140745e-12,1201068784.6907578
2022-07-25 13:00:00,3.4464058648513006e-12,5.390077837627544e-13,6.465178269912104e-15,1.6610577561859334e-14,-9.482387532947921e-15,3.910581007854657e-12,1248538831.3379784
2022-07-25 14:00:00,3.445101650326581e-12,5.545753655863367e-13,6.718683771692612e-15,1.654031960993546e-14,-9.379656622829053e-15,3.929771723701245e-12,1291039310.9506378
2022-07-25 15:00:00,3.4451869297823686e-12,5.654766296658966e-13,6.986127857829088e-15,1.6512699965898026e-14,-9.270425167922373e-15,3.946959699004155e-12,1326312758.5793571
2022-07-25 16:00:00,3.44543628261922e-12,5.728127972790886e-13,7.339038914105918e-15,1.651548035030803e-14,-9.166510068095519e-15,3.96068828445679e-12,1360269522.4065475
2022-07-25 17:00:00,3.443127983421471e-12,5.787205367026856e-13,7.848995782813141e-15,1.6502678580432813e-14,-9.060768024365504e-15,3.967040193153114e-12,1395425472.3955421
2022-07-25 18:00:00,3.4396938636113855e-12,5.799919608963764e-13,8.293153596136919e-15,1.6533158033436273e-14,-9.050752485852099e-15,3.959490956441291e-12,1416394014.0772095
2022-07-25 19:00:00,3.4349074343532152e-12,5.781176157944911e-13,8.630017364898864e-15,1.6587959880568475e-14,-9.050273832219797e-15,3.956326378873507e-12,1427140731.2664566
2022-07-25 20:00:00,3.4282537489690775e-12,5.758815671671348e-13,8.969027752957902e-15,1.6628651481798272e-14,-9.048604546949472e-15,3.9479433145129825e-12,1435205494.4592018
2022-07-25 21:00:00,3.42138102567373e-12,5.770387818544079e-13,8.902739643081935e-15,1.6676998475155317e-14,-9.075401764340166e-15,3.939016124149052e-12,1445464842.442852
2022-07-25 22:00:00,3.416492269691166e-12,5.79390436819867e-13,8.009968771752459e-15,1.6727958186637924e-14,-9.126986157069711e-15,3.931594654878447e-12,1462424055.258686
2022-07-25 23:00:00,3.413986875417745e-12,5.795525779022579e-13,6.527825736375263e-15,1.6776194643208325e-14,-9.201169864987029e-15,3.923600969872882e-12,1486109586.3567238
2022-07-26 00:00:00,3.411322881775436e-12,5.854418381525648e-13,5.08902168161518e-15,1.6719013504098904e-14,-9.198639160095471e-15,3.9202684688217154e-12,1540874018.1111908
2022-07-26 01:00:00,3.4064368498242507e-12,5.944877058068878e-13,3.93143861381124e-15,1.6553816634568532e-14,-9.1908423170905e-15,3.909728915103469e-12,1613859303.1524506
2022-07-26 02:00:00,3.396640634921144e-12,6.011580494827564e-13,3.0459170040262602e-15,1.63609583214526e-14,-9.199998684634193e-15,3.892555542935266e-12,1683254144.9929123
2022-07-26 03:00:00,3.3961231889223654e-12,5.975327038214911e-13,2.3993072350195026e-15,1.625222227650877e-14,-9.218082949071123e-15,3.882954862139e-12,1724759595.5329857
2022-07-26 04:00:00,3.4032478025309045e-12,5.859845225542827e-13,1.998634998622718e-15,1.6208492954382232e-14,-9.253782173072522e-15,3.877240406755765e-12,1739411804.8223991
2022-07-26 05:00:00,3.409324526601478e-12,5.725660094202721e-13,1.8203660449020672e-15,1.6177860291952846e-14,-9.294338803530252e-15,3.871425507988562e-12,1742774924.9733543
2022-07-26 06:00:00,3.420312799107969e-12,5.517361382914859e-13,1.9075665333597884e-15,1.6235895190469395e-14,-9.362000297178384e-15,3.8686705041481365e-12,1719149349.963066
